,listing_id,host_id,city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy,no_of_guest,bedrooms_no,beds_no,bath_no
502,1491,100391,Orlando,New -1- Cozy Bedroom Apartment 6 minutes universal,Entire apartment,65.0,Kevin,32,4.0,"['7 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n930 Reviews', '\U000f0019\nVerified']",7.0,0.5,3.0,1.0
503,1492,100392,Orlando,Perfect Location for your Vacation -Close to parks,Entire apartment,50.0,Astrid,32,4.5,"['4 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n34 Reviews', '\U000f0019\nVerified']",4.0,0.5,1.0,1.0
504,1493,100393,Orlando,✨Spacious✨Luxury✨6min2Disney✨2BD✨Breathtaklake,Entire apartment,82.0,Johnny,58,4.5,"['6 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n142 Reviews', '\U000f0019\nVerified']",6.0,2.0,2.0,2.0
505,1494,100394,Orlando,Cheerful Suite | Shuttle to Disney World + Sea World + More!,Entire condominium,88.0,Staysky Suites By Leavetown,35,4.0,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n54 Reviews']",6.0,1.0,3.0,1.0
506,1495,100395,Orlando,"NEW 2BR/2Bath PREMIUM Condo Near Universal, Disney",Entire condominium,50.0,Erica And Paul,16,5.0,"['10 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n169 Reviews', '\U000f0019\nVerified']",10.0,2.0,4.0,2.0
507,1496,100396,Orlando,"Beautiful suite...LOCATION, LOCATION, LOCATION!!!",Entire apartment,74.0,Alex And Patty,77,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n258 Reviews', '\U000f0019\nVerified']",5.0,1.0,3.0,1.0
508,1497,100397,Orlando,SeaWorld/Convention Center/ Disney/ Universal,Entire apartment,80.0,Victoria,69,5.0,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n69 Reviews', '\U000f0019\nVerified']",6.0,2.0,3.0,2.0
509,1498,100398,Orlando,College Park Mid-Century Duplex,Entire apartment,69.0,Geoffrey,45,5.0,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n50 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,1.0
510,1499,100399,Orlando,Universal/Outlets/Millenia Mall!,Private room in townhouse,49.0,Manuel (Atilio Backup Host),175,5.0,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n209 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
511,1500,100400,Orlando,2019 Renovated 4 Bedroom Home with Private Pool!,Entire house,119.0,John,119,4.0,"['6 guests', '4 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n171 Reviews', '\U000f1101\n2 References', '\U000f0019\nVerified']",6.0,4.0,4.0,2.5
512,1501,100401,Orlando,The Ramos MB w/Private BA+Sec SYS+10 min from MCO,Private room in apartment,43.0,Juan & Dayana,54,5.0,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n56 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
513,1502,100402,Orlando,Pet Friendly Lakefront Home 2 bedroom 2 bathroom,Entire house,78.0,Virginia,51,5.0,"['4 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n180 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,2.0
514,1503,100403,Orlando,DELUXE STUDIO NEAR UNIVERSAL/DISNEY/CONVEN. CENTER,Entire condominium,67.0,Son,77,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n270 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
516,1504,100404,Orlando,"Lakefront apt near Airport and disney, downtown",Entire guesthouse,70.0,Gemma,141,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n143 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
517,1505,100405,Orlando,UNIVERSAL OUTLETS WALMART 5 AWAY .. CAR AVAILABLE,Entire condominium,39.0,Hector,3,4.5,"['5 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n167 Reviews', '\U000f0019\nVerified']",5.0,2.0,4.0,1.0
518,1506,100406,Orlando,1 Bedroom Condo 10 Minutes Away From Theme Parks,Entire apartment,99.0,Yepaer,76,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n81 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
519,1507,100407,Orlando,"HOUSE 3/1 with 6 beds, AC, Laundry, Yard & Parking",Entire house,69.0,Claudia,80,5.0,"['6 guests', '3 bedrooms', '6 beds', '1 bath', '\U000f0004\n85 Reviews', '\U000f0019\nVerified']",6.0,3.0,6.0,1.0
520,1508,100408,Orlando,1/1 Beautiful Condo Pool View International Drive,Entire condominium,64.0,Maria,73,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n233 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
521,1509,100409,Orlando,Suite with private entrance,Entire guest suite,43.0,Michele - Paulo,27,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n27 Reviews', '\U000f0019\nVerified']",4.0,1.0,3.0,1.0
522,1510,100410,Orlando,Near all Attractions- Luxury Amenities for FREE!!!,Private room in condominium,38.0,Lawrence,98,4.5,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n98 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
523,1511,100411,Orlando,Great place near Disney,Entire apartment,75.0,Calypso,155,4.5,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n158 Reviews', '\U000f0019\nVerified']",6.0,2.0,3.0,2.0
524,1512,100412,Orlando,Downtown Orlando w/Private Entry & private bath,Private room in house,64.0,Jessica,87,5.0,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n102 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
525,1513,100413,Orlando,"UNIVERSAL,ISLANDS OF ADV,VOLCANO BAY 1 BEDROOM APT",Entire apartment,69.0,Maria,36,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n322 Reviews', '\U000f0019\nVerified']",5.0,1.0,3.0,1.0
526,1514,100414,Orlando,3/3 Apartment 3 PRIVATE SUITES 5 minutes Universal,Entire apartment,79.0,Lolamaria,78,4.5,"['8 guests', '3 bedrooms', '3 beds', '3 baths', '\U000f0004\n86 Reviews', '\U000f0019\nVerified']",8.0,3.0,3.0,3.0
527,1515,100415,Orlando,3A Spacious Luxury Disney Universal SeaW OCC,Entire apartment,59.0,Suitehomeliving,52,5.0,"['4 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n298 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,2.0
528,1516,100416,Orlando,Wonderful and Totally Renovated - 3307,Entire serviced apartment,79.0,Jean,131,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n720 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
529,1517,100417,Orlando,2/2 Apartamento Para 6-Cerca de SeaWorld/TBD,Entire apartment,89.0,Parc,66,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n1224 Reviews']",6.0,2.0,4.0,2.0
530,1518,100418,Orlando,PrivateRoom&PrivBathroom10Min MCO,Private room in condominium,68.0,Adri & Yuli,104,5.0,"['6 guests', '1 bedroom', '3 beds', '1 private bath', '\U000f0004\n851 Reviews', '\U000f0019\nVerified']",6.0,1.0,3.0,1.0
531,1519,100419,Orlando,Apartamento/1 Bedroom Condo by SeaWorld/Standard,Entire condominium,61.0,Parc,56,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n1224 Reviews']",4.0,1.0,2.0,1.0
532,1520,100420,Orlando,Lovely Cozy Private Room!,Private room in house,52.0,Sheryl,47,5.0,"['4 guests', '2 bedrooms', '1 bed', '1 private bath', '\U000f0004\n47 Reviews', '\U000f0019\nVerified']",4.0,2.0,1.0,1.0
533,1521,100421,Orlando,Cozy Yellow House,Entire house,90.0,Vanessa,6,5.0,"['6 guests', '3 bedrooms', '3 beds', '2 baths', '\U000f0004\n7 Reviews']",6.0,3.0,3.0,2.0
534,1522,100422,Orlando,Great Priv. bedroom by Orlando downtown& Universal,Private room in house,34.0,Disney Magic:-),5,4.0,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n1807 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
535,1523,100423,Orlando,"Cute room 10 min from MCO airpt, pers ba, bkfst.",Private room in condominium,50.0,Valentina,37,5.0,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n37 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
536,1524,100424,Orlando,"Newly built, modern and cozy Suite near UCF.",Entire apartment,64.0,Camilo & Lina,89,5.0,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n91 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
537,1525,100425,Orlando,Breezy 2BR w/ Pool Near Universal + Disney,Entire apartment,99.0,Lyric,61,5.0,"['5 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n2010 Reviews']",5.0,2.0,4.0,2.0
538,1526,100426,Orlando,Beautiful and Modern 4 Bedroom Home with Pool!,Entire house,120.0,Ruthy,113,4.5,"['10 guests', '4 bedrooms', '5 beds', '1.5 baths', '\U000f0004\n113 Reviews', '\U000f0019\nVerified']",10.0,4.0,5.0,1.5
539,1527,100427,Orlando,Apt D -Modern Elegance in the Heart of Winter Park,Entire condominium,89.0,Christopher,145,5.0,"['4 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n657 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,2.0
540,1528,100428,Orlando,"UNIVERSAL, INTERNATIONAL DRIVE! PERFECT LOCATION!",Entire condominium,90.0,Ivan,93,4.5,"['4 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n122 Reviews', '\U000f0019\nVerified']",4.0,2.0,3.0,2.0
541,1529,100429,Orlando,King Bed. 2 Floor Apartment. WiFi & Netflix.,Entire apartment,78.0,Sam,93,5.0,"['4 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n623 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.5
542,1530,100430,Orlando,Charming Apartment minuets from Universal!,Entire guest suite,65.0,Reggie & Dayana,81,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n81 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
543,1531,100431,Orlando,"Cozy Apartment, 8 Min To Universal. WiFi & Netflix",Entire apartment,74.0,Luis,85,5.0,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n85 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
544,1532,100432,Orlando,2Bedroom/2Bath Apartment-Near Parks & Shopping/TBD,Entire apartment,85.0,Parc,62,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n1116 Reviews']",6.0,2.0,4.0,2.0
545,1533,100433,Orlando,"2b Suite, on the heart of IDrive by Universal!!",Private room in resort,50.0,Heath,46,5.0,"['6 guests', '2 bedrooms', '4 beds', '2 private baths', '\U000f0004\n53 Reviews', '\U000f0019\nVerified']",6.0,2.0,4.0,2.0
546,1534,100434,Orlando,LAKEFRONT APARTMENT NEXT TO UNIVERSAL STUDIOS!,Entire apartment,69.0,Nicoleta,58,5.0,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n256 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
547,1535,100435,Orlando,EXCELLENT LOCATION: Apartment where fun begins!,Entire apartment,64.0,Alex And Patty,63,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n258 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
548,1536,100436,Orlando,Nice and quiet by the Orlando Airport,Private room in townhouse,60.0,Yohesmira,159,5.0,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n159 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
549,1537,100437,Orlando,"2 Bedroom House by: FL Mall, Outlets, & Universal",Entire house,99.0,Paula,37,4.5,"['8 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n39 Reviews', '\U000f0019\nVerified']",8.0,2.0,3.0,1.0
550,1538,100438,Orlando,3 Bedroom Luxury Condo - 1 Mile to Disney (2),Entire condominium,100.0,Jeremy,147,4.5,"['6 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n727 Reviews', '\U000f0019\nVerified']",6.0,3.0,4.0,2.0
551,1539,100439,Orlando,Universal and Convention Center Best Resort Studio,Entire apartment,69.0,Prime Vacation,87,5.0,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n249 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
552,1540,100440,Orlando,Cozy Condo by SeaWorld 1 Bedroom/1 Bath-OBD,Entire condominium,59.0,Parc,31,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n1224 Reviews']",4.0,1.0,2.0,1.0
553,1541,100441,Orlando,Mediterranean Suite,Entire guest suite,39.0,Henrique,57,4.0,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n62 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
554,1542,100442,Orlando,Charming Guest House in Winter Park,Entire guesthouse,104.0,Joyce,275,5.0,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n275 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
555,1543,100443,Orlando,International Drive 1 Bedroom Condo Sleeps 4/OBD,Entire apartment,69.0,Parc,78,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n1116 Reviews']",4.0,1.0,1.0,1.0
556,1544,100444,Orlando,"OCCC Home-4 Bds, 3 Rms, 2 Ba-Walk to Publix/Pool",Entire condominium,79.0,Denver,209,5.0,"['8 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n1902 Reviews', '\U000f0019\nVerified']",8.0,3.0,4.0,2.0
557,1545,100445,Orlando,TE GUIO 2/1 +,Private room in house,45.0,Luis,17,5.0,"['8 guests', '2 bedrooms', '4 beds', '1 private bath', '\U000f0004\n73 Reviews', '\U000f0019\nVerified']",8.0,2.0,4.0,1.0
558,1546,100446,Orlando,TE GUIO 2/1 +,Private room in house,45.0,Luis,17,5.0,"['8 guests', '2 bedrooms', '4 beds', '1 private bath', '\U000f0004\n73 Reviews', '\U000f0019\nVerified']",8.0,2.0,4.0,1.0
559,1547,100447,Orlando,⚡Family⚡Luxury⚡6mDisney⚡2bd2ba⚡Value⚡Amenities,Entire apartment,79.0,Johnny,28,4.5,"['5 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n142 Reviews', '\U000f0019\nVerified']",5.0,2.0,2.0,2.0
560,1548,100448,Orlando,"Comfortable Private Room, Near Universal Studios",Private room in house,48.0,Andelmo,129,5.0,"['3 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n129 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
561,1549,100449,Orlando,Studio Suite at timeshare Resort,Entire condominium,69.0,Lily,120,4.5,"['4 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n304 Reviews', '\U000f1101\n3 References', '\U000f0019\nVerified']",4.0,0.5,1.0,1.0
562,1550,100450,Orlando,"Two suites on I-Drive, close to Universal Studios",Entire apartment,89.0,Daniel,112,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n172 Reviews', '\U000f0019\nVerified']",6.0,2.0,4.0,2.0
563,1551,100451,Orlando,The Prince House w/Free Parking (Central Location),Entire house,107.0,James,65,5.0,"['3 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n67 Reviews', '\U000f0019\nVerified']",3.0,2.0,2.0,2.0
564,1552,100452,Orlando,DK STUDIO HOME AWAY FROM HOME 3,Entire condominium,69.0,Liz Great Place To Relax,57,5.0,"['4 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n176 Reviews', '\U000f0019\nVerified']",4.0,0.5,1.0,1.0
565,1553,100453,Orlando,Exquisite FullyRenovated Best Locationfor Disney!,Entire apartment,60.0,Cai Ling & John,54,4.5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1432 Reviews', '\U000f0019\nVerified']",6.0,1.0,3.0,1.0
566,1554,100454,Orlando,The Enchanted Suite,Entire guest suite,59.0,Andres & Kelly,42,4.5,"['4 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n1433 Reviews', '\U000f0019\nVerified']",4.0,0.5,3.0,1.0
567,1555,100455,Orlando,Cozy Studio close to Universal Studios & Disney,Private room in guesthouse,45.0,Karla And Ligiana,86,4.5,"['4 guests', 'Studio', '2 beds', '1 private bath', '\U000f0004\n86 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
568,1556,100456,Orlando,"Spacious 2Bdrm/2.5Ba house, Mins To Parks & Shops",Entire townhouse,69.0,Jennifer,51,4.5,"['6 guests', '2 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n87 Reviews', '\U000f0019\nVerified']",6.0,2.0,4.0,2.5
569,1557,100457,Orlando,Apartment Near Universal & SeaWorld Sleeps 4/OBD,Entire condominium,69.0,Parc,62,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n1116 Reviews']",4.0,1.0,2.0,1.0
570,1558,100458,Orlando,Sky Suite 201 / Perfect Location end Free parking.,Entire serviced apartment,85.0,Jean,135,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n720 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
571,1559,100459,Orlando,Modern Condo in the Heart of Orlando!,Entire condominium,95.0,Kay,52,5.0,"['6 guests', '2 bedrooms', '6 beds', '2 baths', '\U000f0004\n89 Reviews', '\U000f0019\nVerified']",6.0,2.0,6.0,2.0
572,1560,100460,Orlando,2 Bedroom Home by Universal Studios/Millenia,Entire apartment,50.0,Danny,9,5.0,"['4 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n44 Reviews', '\U000f0019\nVerified']",4.0,2.0,3.0,2.0
573,1561,100461,Orlando,Affordable 2 Bed/2 Bath Apartment-TBS,Entire condominium,93.0,Parc,67,4.5,"['6 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n1224 Reviews']",6.0,2.0,4.0,2.0
574,1562,100462,Orlando,"Orlando Townhouse near Theme parks, Mall & Airport",Entire townhouse,60.0,Tania,24,4.5,"['5 guests', '2 bedrooms', '3 beds', '2.5 baths', '\U000f0004\n24 Reviews', '\U000f0019\nVerified']",5.0,2.0,3.0,2.5
575,1563,100463,Orlando,Vista Cay 3B Lakeview Condo (#3104),Entire condominium,102.0,Kris,100,5.0,"['8 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n1667 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']",8.0,3.0,4.0,2.0
576,1564,100464,Orlando,DISNEY PRIVATE ROOM w/2 Queen beds/private bath,Private room in house,45.0,Rosy,93,5.0,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n211 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
578,1565,100465,Orlando,Private Luxurious Apt. - Historic Downtown Orlando,Entire guesthouse,100.0,Jeff,133,5.0,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n139 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
579,1566,100466,Orlando,Studio Enclave 1607 Perfect Location/ Free parking,Entire serviced apartment,75.0,Jean,85,5.0,"['3 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n720 Reviews', '\U000f0019\nVerified']",3.0,0.5,1.0,1.0
580,1567,100467,Orlando,♥Family♥ Luxury♥ 6mi+2Disney♥2bd2ba♥Value,Entire apartment,79.0,Johnny,55,4.5,"['6 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n142 Reviews', '\U000f0019\nVerified']",6.0,2.0,2.0,2.0
581,1568,100468,Orlando,Apt E -Cozy Comfort in the Heart of Winter Park,Entire condominium,76.0,Christopher,75,5.0,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n657 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,1.0
582,1569,100469,Orlando,Disney/Universal Guest House (private entrance),Entire guesthouse,100.0,Juliana,79,5.0,"['6 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n92 Reviews', '\U000f0019\nVerified']",6.0,1.0,2.0,1.0
583,1570,100470,Orlando,Spacious Town-home at Park Central,Entire townhouse,80.0,Vikhy,70,5.0,"['6 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n170 Reviews', '\U000f0019\nVerified']",6.0,3.0,4.0,2.0
584,1571,100471,Orlando,"2 Bed Condo near Sea World, Disney",Entire condominium,64.0,Martin & Sarah,235,4.5,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n444 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']",6.0,2.0,3.0,2.0
585,1572,100472,Orlando,3-story townhome sleeps up to 10!!!,Entire townhouse,135.0,Dennis,82,5.0,"['10 guests', '3 bedrooms', '4 beds', '3.5 baths', '\U000f0004\n5531 Reviews', '\U000f0019\nVerified']",10.0,3.0,4.0,3.5
586,1573,100473,Orlando,"Spacious 2Bdrm/2.5Ba house, Mins To Parks & Shops",Entire townhouse,69.0,Jennifer,51,4.5,"['6 guests', '2 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n87 Reviews', '\U000f0019\nVerified']",6.0,2.0,4.0,2.5
587,1574,100474,Orlando,Ayric 2,Entire condominium,60.0,Singular,57,5.0,"['4 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n72 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,2.0
588,1575,100475,Orlando,Private Cottage Minutes from Universal Parks,Entire guesthouse,89.0,Orlando,21,5.0,"['4 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n30 Reviews', '\U000f0019\nVerified']",4.0,2.0,3.0,1.0
589,1576,100476,Orlando,"FantasticView, 1 Bedroom 1 mile to Disney sleeps 6",Entire condominium,45.0,John,29,5.0,"['6 guests', '1 bedroom', '4 beds', '2 baths', '\U000f0004\n56 Reviews', '\U000f0019\nVerified']",6.0,1.0,4.0,2.0
590,1577,100477,Orlando,Private rooms (2bd) near the Orlando Airport,Private room in house,60.0,Krizia,31,5.0,"['4 guests', '2 bedrooms', '2 beds', '1 private bath', '\U000f0004\n33 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,1.0
591,1578,100478,Orlando,Home Away From Home 2,Entire apartment,69.0,Liz Great Place To Relax,57,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n176 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
592,1579,100479,Orlando,WOW!!!! Great Deal-DISNEY/UNIVERSAL/MILLENIA MALL!,Entire condominium,70.0,Gissela,48,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n218 Reviews', '\U000f0019\nVerified']",4.0,1.0,3.0,1.0
593,1580,100480,Orlando,Park Lake Street cottage,Entire guesthouse,47.0,Mohamed,46,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n46 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
594,1581,100481,Orlando,Private room Disney (w/private bath) up 4 people,Private room in apartment,63.0,Valéria,29,5.0,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n56 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
595,1582,100482,Orlando,Park Lake Street cottage,Entire guesthouse,47.0,Mohamed,46,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n46 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
596,1583,100483,Orlando,Greenwood urban wetlands duplex,Entire apartment,100.0,Bryan,20,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n20 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,1.0
597,1584,100484,Orlando,Sheraton Vistana Family Villa 2BR,Entire apartment,99.0,Donna,5,5.0,"['8 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n6 Reviews', '\U000f0019\nVerified']",8.0,2.0,4.0,2.0
598,1585,100485,Orlando,"Modern,Cosy!-Universal/Volcano/Disney/Camping Worl",Entire apartment,60.0,Sergio,30,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n31 Reviews', '\U000f0019\nVerified']",4.0,1.0,3.0,1.0
600,1586,100486,Orlando,4A Spacious Luxury Disney Universal SeaW OCC,Entire apartment,59.0,Suitehomeliving,44,5.0,"['4 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n298 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,2.0
601,1587,100487,Orlando,Orlando Vacation Condo - 3bed/2bath,Entire apartment,120.0,Marize,181,5.0,"['7 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n189 Reviews', '\U000f0019\nVerified']",7.0,3.0,4.0,2.0
602,1588,100488,Orlando,Modern Studio in Downtown Orlando,Entire apartment,114.0,Rafael,278,5.0,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n1104 Reviews', '\U000f0019\nVerified']",3.0,0.5,2.0,1.0
603,1589,100489,Orlando,CLOSE TO AIRPORT - Family or Friends Connections,Private room in house,36.0,Mirna,45,5.0,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n101 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
604,1590,100490,Orlando,RESORT STUDIO NEAR FL ATTRACTIONS.❤GREAT LOCATION!,Entire condominium,78.0,Aj,84,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n85 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
605,1591,100491,Orlando,"Warm 2BR w/ Pool + Gym Near Universal, Disney",Entire apartment,100.0,Lyric,43,5.0,"['5 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n2010 Reviews']",5.0,2.0,3.0,2.0
606,1592,100492,Orlando,BELÍSSIMA HOSPEDAGEM NA DISNEY!,Private room in house,30.0,Max,31,5.0,"['4 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n41 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
607,1593,100493,Orlando,Entire Home (3Bd/2Ba)-Universal/Disney/Outlet/Mall,Entire townhouse,85.0,Aninha,61,5.0,"['10 guests', '3 bedrooms', '5 beds', '2 baths', '\U000f0004\n334 Reviews', '\U000f0019\nVerified']",10.0,3.0,5.0,2.0
608,1594,100494,Orlando,LAKEFRONT CONDO LESS THEN A MILE TO DISNEY WORLD,Entire serviced apartment,89.0,Nicoleta,59,5.0,"['5 guests', '1 bedroom', '3 beds', '2 baths', '\U000f0004\n256 Reviews', '\U000f0019\nVerified']",5.0,1.0,3.0,2.0
