,listing_id,host_id,city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy,no_of_guest,bedrooms_no,beds_no,bath_no
0,1000,99900,Manhattan,A Beautiful Brownstone Apartment,Entire apartment,91.0,Michael,279,5.0,"['4 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n474 Reviews', '\U000f0019\nVerified']",4.0,0.5,3.0,1.0
1,1001,99901,Manhattan,YOUR DREAM SUITE IN MANHATTAN,Private room in apartment,87.0,Marilyn,137,4.0,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n544 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
2,1002,99902,Manhattan,Manhattan's Best Deal!,Entire apartment,165.0,Adrianne,272,4.5,"['6 guests', '2 bedrooms', '5 beds', '1 bath', '\U000f0004\n410 Reviews', '\U000f0019\nVerified']",6.0,2.0,5.0,1.0
3,1003,99903,Manhattan,Spacious room near Times Square,Private room in apartment,88.0,Stephanie,118,4.5,"['4 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n257 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
4,1004,99904,Manhattan,Entire Apartment Steps from Times Square!!! For 4!,Entire apartment,99.0,Theresa,162,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n398 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
5,1005,99905,Manhattan,Modern & Trendy 2-Bedroom 1 Bath Lower Manhattan,Entire apartment,90.0,Alex,117,5.0,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n118 Reviews', '\U000f0019\nVerified']",5.0,2.0,3.0,1.0
6,1006,99906,Manhattan,LARGE 2 Bedroom Midtown Manhattan Apartment!,Entire apartment,124.0,Ethan,4,5.0,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n4 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,1.0
7,1007,99907,Manhattan,Massive DUPLEX 2BR & 2BATH East Village,Entire apartment,198.0,Seith,340,4.0,"['8 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n939 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']",8.0,2.0,4.0,2.0
8,1008,99908,Manhattan,Luxury Central Park Apartment close to everything,Entire apartment,199.0,Bozhena,125,4.5,"['4 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n337 Reviews', '\U000f0019\nVerified']",4.0,1.0,4.0,1.0
9,1009,99909,Manhattan,GREAT AND STYLISH APARTMENT! AMAZING LOCATION!,Entire apartment,110.0,M. Alejandro,100,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n108 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
10,1010,99910,Manhattan,Big renovated studio up to 4 people in Manhattan,Entire apartment,95.0,Gloria,20,4.5,"['4 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n20 Reviews', '\U000f0019\nVerified']",4.0,0.5,1.0,1.0
11,1011,99911,Manhattan,GORGEOUS 1 BDR PRIME HELL'S KITCHEN,Entire apartment,134.0,Konstantin,261,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n263 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
12,1012,99912,Manhattan,Spacious Room in East Village/NoHo,Private room in apartment,129.0,Sne,381,5.0,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n382 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
13,1013,99913,Manhattan,Manhattan Lux Loft.Like.Love.Lots.Look !,Private room in loft,271.0,Carol,526,5.0,"['5 guests', '1 bedroom', '3 beds', '1 private bath', '\U000f0004\n533 Reviews', '\U000f1101\n5 References', '\U000f0019\nVerified']",5.0,1.0,3.0,1.0
14,1014,99914,Manhattan,Cozy Hell's Kitchen/ Time Square Apartment- 2 BRM,Entire apartment,145.0,Nivea And Jill,122,4.5,"['8 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n124 Reviews', '\U000f0019\nVerified']",8.0,2.0,4.0,1.0
15,1015,99915,Manhattan,"2 Blocks from Times Square, Centrally Located!",Entire apartment,175.0,Astor,155,4.5,"['5 guests', 'Studio', '4 beds', '1 bath', '\U000f0004\n214 Reviews', '\U000f0019\nVerified']",5.0,0.5,4.0,1.0
16,1016,99916,Manhattan,Unique Loft GREAT location,Entire apartment,189.0,Lee,166,4.5,"['6 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n210 Reviews', '\U000f0019\nVerified']",6.0,0.5,3.0,1.0
17,1017,99917,Manhattan,★Unique two bedroom on 2nd Avenue★,Entire apartment,150.0,Zev,281,4.5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n613 Reviews', '\U000f0019\nVerified']",5.0,2.0,3.0,1.0
18,1018,99918,Manhattan,Best of the East Village Cozy 2 Bedroom,Entire apartment,100.0,Katya,203,4.5,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n206 Reviews', '\U000f0019\nVerified']",5.0,2.0,2.0,1.0
19,1019,99919,Manhattan,A Unique studio apartment,Entire apartment,140.0,Michael,195,5.0,"['3 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n474 Reviews', '\U000f0019\nVerified']",3.0,1.0,3.0,1.0
20,1020,99920,Manhattan,Modern Condo in Midtown,Private room in apartment,159.0,Welcome To My Place,311,5.0,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n314 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
21,1021,99921,Manhattan,Cozy Apartment Near Times Square,Entire apartment,135.0,Mike,225,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n276 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
22,1022,99922,Manhattan,Amazingly well located 2 bedroom/2 bath apartment,Entire apartment,125.0,John,39,4.5,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n39 Reviews']",6.0,2.0,3.0,2.0
23,1023,99923,Manhattan,RENOVATED/BEST LOCATION in MIDTOWN,Private room in townhouse,190.0,Marta,162,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n307 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
24,1024,99924,Manhattan,Near Times Square and Hell's Kitchen,Private room in apartment,140.0,Claude,343,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n347 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
25,1025,99925,Manhattan,Fun Spacious Midtown Apt near U.N. & Central Park,Entire apartment,175.0,Christian,129,5.0,"['5 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n135 Reviews', '\U000f0019\nVerified']",5.0,1.0,2.0,1.0
26,1026,99926,Manhattan,Elegant Private Apartment in a Historic Brownstone,Private room in townhouse,108.0,Jacob,104,5.0,"['4 guests', 'Studio', '2 beds', '1 private bath', '\U000f0004\n874 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
27,1027,99927,Manhattan,Cozy Apartment Next To Central Park,Entire apartment,150.0,Lenny,103,4.5,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n142 Reviews', '\U000f0019\nVerified']",5.0,2.0,2.0,1.0
28,1028,99928,Manhattan,"Manhattan, Room w/ 2 Beds Near Central Park &Metro",Private room in house,99.0,Joo,143,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n987 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
29,1029,99929,Manhattan,Miltons place,Entire apartment,90.0,Milton,8,5.0,"['4 guests', 'Studio', '0 beds', '1 bath', '\U000f0004\n18 Reviews', '\U000f0019\nVerified']",4.0,0.5,0.0,1.0
30,1030,99930,Manhattan,Super well located 2 BR 2 bath apt in Manhattan,Entire apartment,150.0,Gina,18,4.5,"['8 guests', '2 bedrooms', '4 beds', '2 baths', '\U000f0004\n18 Reviews', '\U000f0019\nVerified']",8.0,2.0,4.0,2.0
31,1031,99931,Manhattan,Modernly Designed studIo in turtle bay area~402~,Entire apartment,105.0,Lior,101,4.5,"['4 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n134 Reviews', '\U000f0019\nVerified']",4.0,0.5,3.0,1.0
32,1032,99932,Manhattan,Cute studio in the Upper West Side.,Entire apartment,109.0,Ai,9,5.0,"['3 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n25 Reviews', '\U000f0019\nVerified']",3.0,0.5,1.0,1.0
33,1033,99933,Manhattan,HELL'S KITCHEN STUDIO for 2 or 3,Entire apartment,135.0,Rod,204,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n224 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']",3.0,0.5,1.0,1.0
34,1034,99934,Manhattan,SPACIOUS SCANDINAVIAN DESIGNER APT/Luxury building,Entire apartment,97.0,Teresa,20,5.0,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n98 Reviews', '\U000f0019\nVerified']",6.0,1.0,3.0,1.0
35,1035,99935,Manhattan,Modern Studio in the center of Manhattan!,Entire apartment,95.0,Olivier,83,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n83 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
36,1036,99936,Manhattan,Soho Apartment Stylish & Central,Entire condominium,190.0,Arne,346,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n851 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
37,1037,99937,Manhattan,Clean and comfortable 3 person private room,Private room in apartment,80.0,Kristy,88,4.5,"['3 guests', '1 bedroom', '3 beds', '1.5 shared baths', '\U000f0004\n286 Reviews', '\U000f1101\n3 References', '\U000f0019\nVerified']",3.0,1.0,3.0,1.5
38,1038,99938,Manhattan,"Manhattan, Clean Room Near Central Park & Subway",Private room in house,79.0,Joo,150,5.0,"['3 guests', '1 bedroom', '3 beds', '2 shared baths', '\U000f0004\n987 Reviews', '\U000f0019\nVerified']",3.0,1.0,3.0,2.0
39,1039,99939,Manhattan,Stunning studio APT in the heart of NYC,Entire apartment,140.0,Eli,103,4.5,"['3 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n105 Reviews', '\U000f0019\nVerified']",3.0,0.5,3.0,1.0
40,1040,99940,Manhattan,"Classic Brownstone, a Private Studio Apartment",Private room in townhouse,134.0,Jacob,132,4.5,"['5 guests', 'Studio', '2 beds', '1 private bath', '\U000f0004\n874 Reviews', '\U000f0019\nVerified']",5.0,0.5,2.0,1.0
41,1041,99941,Manhattan,Sunny bedroom with Park views in East Village!,Private room in apartment,122.0,Alfredo,177,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n457 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
42,1042,99942,Manhattan,NEW! BEST LOCATION !!! 3min to Rockefeller Plaza,Private room in townhouse,190.0,Marta,145,5.0,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n307 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
43,1043,99943,Manhattan,Nice studio in Midtown Manhattan,Entire apartment,219.0,Zahid,162,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n162 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
44,1044,99944,Manhattan,Bright Cozy Chinatown Studio Apt.,Entire apartment,160.0,Patricia,272,5.0,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n275 Reviews', '\U000f0019\nVerified']",3.0,0.5,2.0,1.0
45,1045,99945,Manhattan,Clean style apt. Central midtwn near Javits,Private room in apartment,164.0,CZ Casa,178,4.5,"['4 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n179 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
46,1046,99946,Manhattan,Brownstone studio near central park,Entire apartment,150.0,Lucia,125,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n282 Reviews', '\U000f0019\nVerified']",3.0,0.5,1.0,1.0
47,1047,99947,Manhattan,Harlem Monthly Rental True Two Bedroom 1 Bath,Entire townhouse,99.0,Enid,3,4.5,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n136 Reviews', '\U000f0019\nVerified']",6.0,2.0,2.0,1.0
48,1048,99948,Manhattan,Sunny Private Studio-Apartment,Entire apartment,119.0,Alexandra,129,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n304 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
49,1049,99949,Manhattan,★HUGE beautiful E. Villager 2nd Av★,Entire apartment,150.0,Zev,304,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n613 Reviews', '\U000f0019\nVerified']",5.0,1.0,3.0,1.0
50,1050,99950,Manhattan,Cozy front room in a 2 bedroom family apt near CU,Private room in apartment,70.0,Anna & Keith,114,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n116 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
51,1051,99951,Manhattan,Great apartment in the heart of Manhattan!,Entire apartment,160.0,Jamie And John,109,4.5,"['5 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n547 Reviews']",5.0,1.0,2.0,1.0
52,1052,99952,Manhattan,THE SMALL CHATEAU IN THE TREES,Private room in apartment,200.0,Stefanie Elizabeth,189,5.0,"['3 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n193 Reviews']",3.0,1.0,2.0,1.0
53,1053,99953,Manhattan,Clean & sunny private room (fits 3),Private room in apartment,77.0,Kristy,64,4.5,"['3 guests', '1 bedroom', '2 beds', '1.5 shared baths', '\U000f0004\n286 Reviews', '\U000f1101\n3 References', '\U000f0019\nVerified']",3.0,1.0,2.0,1.5
54,1054,99954,Manhattan,Downtown Airy Designer Loft,Entire apartment,179.0,Jaclyn,171,5.0,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n172 Reviews', '\U000f0019\nVerified']",6.0,1.0,3.0,1.0
55,1055,99955,Manhattan,Modern Central Park Apartment close to everything,Entire apartment,199.0,Bozhena,150,4.5,"['4 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n337 Reviews', '\U000f0019\nVerified']",4.0,1.0,4.0,1.0
56,1056,99956,Manhattan,"Manhattan East Village, lower East Side",Entire apartment,157.0,Marie L,126,5.0,"['3 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n155 Reviews', '\U000f0019\nVerified']",3.0,1.0,3.0,1.0
57,1057,99957,Manhattan,Harlem Monthly Rental True Two Bedroom 1 Bath,Entire townhouse,99.0,Enid,3,4.5,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n136 Reviews', '\U000f0019\nVerified']",6.0,2.0,2.0,1.0
58,1058,99958,Manhattan,Luxury! Rooftop Pool! Empire State Building View!,Entire condominium,189.0,Emily,5,5.0,"['5 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n9 Reviews', '\U000f0019\nVerified']",5.0,1.0,2.0,1.0
59,1059,99959,Manhattan,New Private studio-apartment,Entire apartment,100.0,Alexandra,59,4.5,"['4 guests', 'Studio', '0 beds', '1 bath', '\U000f0004\n304 Reviews', '\U000f0019\nVerified']",4.0,0.5,0.0,1.0
60,1060,99960,Manhattan,Middle of center of New York City!,Entire apartment,155.0,Anders,138,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n609 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
61,1061,99961,Manhattan,"Cozy, Luxury, Modern Stone Chelsea Apartment",Entire apartment,127.0,Alberto,61,5.0,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n112 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
62,1062,99962,Manhattan,WeLive Wall Street -- Studio+,Entire serviced apartment,229.0,WeWork,233,5.0,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n506 Reviews', '\U000f0019\nVerified']",3.0,0.5,2.0,1.0
63,1063,99963,Manhattan,Cute Apartment in Hell's Kitchen,Entire apartment,200.0,Jennifer,190,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n190 Reviews']",3.0,1.0,2.0,1.0
64,1064,99964,Manhattan,"Manhattan, Room w/3 Beds Near Metro & Central Park",Private room in apartment,95.0,Joo,129,5.0,"['4 guests', '1 bedroom', '3 beds', '1 shared bath', '\U000f0004\n987 Reviews', '\U000f0019\nVerified']",4.0,1.0,3.0,1.0
66,1065,99965,Manhattan,Luxe Tuscan Suite Private Room,Private room in apartment,76.0,Anne,228,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n550 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
67,1066,99966,Manhattan,Midtown Sleep 6 Central Convenience,Entire apartment,177.0,Adam,228,5.0,"['6 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n229 Reviews', '\U000f0019\nVerified']",6.0,1.0,1.0,1.0
68,1067,99967,Manhattan,CONFI & LOVELY APARTMENT LOWER EAST!WALK EVERYWERE,Entire apartment,120.0,Antina,96,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n497 Reviews']",4.0,1.0,2.0,1.0
69,1068,99968,Manhattan,Central Park View-Free Museum Tickets-Private Room,Private room in apartment,100.0,Omar,76,5.0,"['3 guests', '1 bedroom', '3 beds', '1 private bath', '\U000f0004\n102 Reviews', '\U000f0019\nVerified']",3.0,1.0,3.0,1.0
70,1069,99969,Manhattan,BEAUTIFUL 1 BEDROOM Heart of Upper East Side!!,Entire apartment,70.0,Albina,21,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n22 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
71,1070,99970,Manhattan,Spacious Luxury Wall Street Suite,Entire apartment,209.0,Vic,116,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n116 Reviews', '\U000f0019\nVerified']",5.0,1.0,3.0,1.0
72,1071,99971,Manhattan,BEAUTIFUL 1 BEDROOM Heart of Upper East Side!!,Entire apartment,70.0,Albina,21,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n22 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
73,1072,99972,Manhattan,BEST LOCATION in MANHATTAN!,Entire apartment,164.0,Regina Kira,186,5.0,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n194 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
74,1073,99973,Manhattan,NICE 1 BDR- TIMES SQ/MIDTOWN- 4 ppl,Entire apartment,120.0,Dc,169,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n342 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
75,1074,99974,Manhattan,Spacious Luxury Wall Street Suite,Entire apartment,209.0,Vic,116,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n116 Reviews', '\U000f0019\nVerified']",5.0,1.0,3.0,1.0
76,1075,99975,Manhattan,"Manhattan Room w/2 beds, near Central Park & Metro",Private room in apartment,95.0,Joo,94,5.0,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n987 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
77,1076,99976,Manhattan,"BIG ONE BEDROOM LOFT!, COZY&CONFI Live Manhattan!",Entire loft,180.0,Matt,101,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n175 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
78,1077,99977,Manhattan,AMAZING DESIGNER TIMES SQUARE APARTMENT- BEAUTIFUL,Entire apartment,219.0,Charly,95,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n95 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
79,1078,99978,Manhattan,1 BEDROOM APARTMENT IN UPPER EAST,Entire apartment,177.0,Francesco,224,4.0,"['4 guests', '2 bedrooms', '1 bed', '1 bath', '\U000f0004\n261 Reviews', '\U000f0019\nVerified']",4.0,2.0,1.0,1.0
80,1079,99979,Manhattan,"1 BED ROOM ACCOMMODATION 4, 5 GUEST",Entire apartment,145.0,"Manny , Job",189,4.5,"['5 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n189 Reviews', '\U000f0019\nVerified']",5.0,1.0,2.0,1.0
81,1080,99980,Manhattan,SPACIOUS SUNNY STUDIO 5MIN TIMES SQ,Entire apartment,175.0,Lola,170,4.5,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n170 Reviews', '\U000f0019\nVerified']",3.0,0.5,2.0,1.0
82,1081,99981,Manhattan,Midtown great location private Apt,Entire apartment,151.0,George,204,4.5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n205 Reviews']",3.0,1.0,1.0,1.0
83,1082,99982,Manhattan,Modern 1 bedroom 5min Cental Park,Entire apartment,169.0,Lily,164,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n166 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
84,1083,99983,Manhattan,2 floor Apt w 300sqft Terrace,Entire apartment,195.0,Evan,66,4.0,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n72 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
85,1084,99984,Manhattan,Traveller's Flat – Hell's Kitchen,Entire apartment,180.0,Marco,96,5.0,"['6 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n360 Reviews', '\U000f0019\nVerified']",6.0,1.0,2.0,1.0
86,1085,99985,Manhattan,"Manhattan, Gigantic Rm Nearby Central Park & Metro",Private room in house,109.0,Joo,170,5.0,"['5 guests', '1 bedroom', '3 beds', '2 shared baths', '\U000f0004\n987 Reviews', '\U000f0019\nVerified']",5.0,1.0,3.0,2.0
87,1086,99986,Manhattan,True Two Bedroom Apartment in Lower Manhattan,Entire apartment,160.0,Arielle,212,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n255 Reviews', '\U000f0019\nVerified']",4.0,2.0,2.0,1.0
88,1087,99987,Manhattan,"Two double beds, New York, Chinatown, #2",Private room in apartment,130.0,Amiee,71,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n175 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
89,1088,99988,Manhattan,"Big, cozy & chic! 1BR Apt in Harlem",Entire apartment,100.0,Calatayud Family,183,5.0,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n275 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
90,1089,99989,Manhattan,"Two double beds, New York, Chinatown, #2",Private room in apartment,130.0,Amiee,71,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n175 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
91,1090,99990,Manhattan,Best of SOHO Gorgeous 2 bedroom,Entire condominium,275.0,Arne,343,4.5,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n851 Reviews', '\U000f0019\nVerified']",5.0,2.0,2.0,1.0
92,1091,99991,Manhattan,One Bedroom Mini studio - Free WIFI,Entire apartment,140.0,Nazleen,190,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n199 Reviews', '\U000f0019\nVerified']",3.0,1.0,2.0,1.0
93,1092,99992,Manhattan,Charming Bedroom in hip Lower East Side!,Private room in apartment,65.0,Angie,114,4.0,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n258 Reviews', '\U000f0019\nVerified']",3.0,1.0,1.0,1.0
94,1093,99993,Manhattan,"Big, cozy & chic! 1BR Apt in Harlem",Entire apartment,100.0,Calatayud Family,183,5.0,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n275 Reviews', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
95,1094,99994,Manhattan,Huge 5BR Townhouse - LEGAL NYC B&B!,Entire townhouse,300.0,Elizabeth,136,5.0,"['13 guests', '5 bedrooms', '6 beds', '2.5 baths', '\U000f0004\n137 Reviews', '\U000f0019\nVerified']",13.0,5.0,6.0,2.5
96,1095,99995,Manhattan,Cozy Private studio-apartment,Entire apartment,110.0,Irina,55,5.0,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n55 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
97,1096,99996,Manhattan,"Brownstone Sanctuary, a Private Studio Apartment",Private room in townhouse,124.0,Jacob,128,4.5,"['4 guests', '1 bedroom', '3 beds', '1 private bath', '\U000f0004\n874 Reviews', '\U000f0019\nVerified']",4.0,1.0,3.0,1.0
98,1097,99997,Manhattan,"Gorgeous Space, Industrial NYC Apt",Entire apartment,149.0,Jetsan,259,4.0,"['8 guests', '2 bedrooms', '5 beds', '1 bath', '\U000f0004\n569 Reviews', '\U000f1101\n2 References', '\U000f0019\nVerified']",8.0,2.0,5.0,1.0
99,1098,99998,Manhattan,AMAZING 1 BR- TIME SQUARE-SLEEPS 4,Entire apartment,200.0,E. M.,324,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n1233 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']",4.0,1.0,1.0,1.0
100,1099,99999,Manhattan,Home Sweet Harlem,Entire apartment,130.0,Nykeisha,101,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n101 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
101,1100,100000,Manhattan,Sweet 1-Bedroom in Upper East Side by Central Park,Entire apartment,130.0,Chuck,111,4.5,"['5 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n119 Reviews', '\U000f0019\nVerified']",5.0,1.0,1.0,1.0
102,1101,100001,Manhattan,Beautiful private studio near central park,Entire apartment,150.0,Lucia,151,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n282 Reviews', '\U000f0019\nVerified']",3.0,0.5,1.0,1.0
103,1102,100002,Manhattan,"Walk everywhere, See everything! 2BR Midtown West",Private room in apartment,150.0,Julien,98,5.0,"['7 guests', '2 bedrooms', '3 beds', '1 private bath', '\U000f0004\n116 Reviews', '\U000f0019\nVerified']",7.0,2.0,3.0,1.0
104,1103,100003,Manhattan,"Manhattan, X Large Rm Near Central Park and Metro",Private room in apartment,109.0,Joo,157,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n987 Reviews', '\U000f0019\nVerified']",4.0,1.0,2.0,1.0
105,1104,100004,Manhattan,Cozy Studio Apartment 2 Beds on Wall Street,Entire apartment,173.0,Jon,144,5.0,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n144 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
106,1105,100005,Manhattan,Nice Private Studio Apartment,Entire apartment,120.0,Alexandra,116,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n304 Reviews', '\U000f0019\nVerified']",4.0,0.5,2.0,1.0
